MLSNumber,Orig_List_Price,Zip_Code,Subdivision,School_District,HOA_YN,Structure_Type,Acres,InteriorSqFt,AboveGradeSqFt,BelowGradeSqFt,Bedrooms,Baths,NumberofStories,Central_Air_YN,Water,Basement_YN,Garage_YN,ExteriorMaterial,YearBuilt
DENC2009004,249900.0,19808,PLUM RUN,Red Clay Consolidated,Yes,Interior Row/Townhouse,0.06,1525.0,1525.0,0.0,3.0,3.0,"Lower1,Main,Upper1",Yes,Public,Yes,No,VinylSiding,1978
DENC2009580,229900.0,19808,KLAIR ESTATES,Red Clay Consolidated,No,Detached,0.29,2840.0,1700.0,1140.0,3.0,2.0,Main,Yes,Public,Yes,No,Brick,1959
DENC2000217,255000.0,19808,KIRKWOOD GARDENS,Red Clay Consolidated,No,Detached,0.23,1475.0,987.0,488.0,3.0,2.0,"Lower1,Main",Yes,Public,Yes,No,Block,1958
DENC528442,255000.0,19808,KLAIR ESTATES,Red Clay Consolidated,No,Detached,0.19,1300.0,1300.0,0.0,4.0,2.0,"Lower1,Main,Upper1",Yes,Public,No,No,"Brick,VinylSiding",1955
DENC524536,300000.0,19808,HIGHLAND WEST,Red Clay Consolidated,No,Detached,0.32,2700.0,2700.0,0.0,4.0,2.0,"Main,Upper1,Upper2",Yes,Public,Yes,No,"Brick,Frame",1860
DENC2002936,240000.0,19808,KLAIR ESTATES,Red Clay Consolidated,No,Detached,0.19,1150.0,1150.0,0.0,3.0,2.0,"Lower1,Main",Yes,Public,Yes,Yes,"AluminumSiding,VinylSiding",1956
DENC2004802,262500.0,19808,CEDARS,Red Clay Consolidated,No,Detached,0.17,2823.0,1875.0,948.0,3.0,2.0,"Main,Upper1",No,Public,Yes,No,"Asbestos,VinylSiding",1925
DENC527390,258900.0,19808,HYDE PARK,Red Clay Consolidated,No,Detached,0.26,2170.0,1550.0,620.0,3.0,2.0,Main,Yes,Public,Yes,Yes,"AluminumSiding,VinylSiding",1956
DENC2002410,259900.0,19808,MARSHALLTON HGTS,Red Clay Consolidated,No,Detached,0.2,1925.0,1375.0,550.0,4.0,2.0,"Lower1,Main,Upper1",Yes,Public,Yes,Yes,Brick,1950
DENC524814,259900.0,19808,DELPARK MANOR,Red Clay Consolidated,Yes,Detached,0.16,1698.0,1425.0,273.0,3.0,2.0,"Lower1,Main,Upper1",No,Public,Yes,No,"Brick,Frame",1957
DENC2010172,259900.0,19808,MARSHALLTON HGTS,Red Clay Consolidated,No,Detached,0.12,1075.0,1075.0,0.0,3.0,1.0,"Main,Upper1",Yes,Public,No,Yes,"Combination,VinylSiding",1956
DENC2002204,259900.0,19808,KLAIR ESTATES,Red Clay Consolidated,No,Detached,0.18,1200.0,1200.0,0.0,3.0,2.0,"Lower1,Main",Yes,Public,Yes,No,"Brick,Frame",1958
DENC2008666,235000.0,19808,MARSHALLTON GREEN,Red Clay Consolidated,No,Detached,0.23,2400.0,2400.0,0.0,3.0,3.0,"Lower1,Main",No,Public,Yes,No,"AluminumSiding,Brick,VinylSiding",1890
DENC2004900,249900.0,19808,SHERWOOD PARK II,Red Clay Consolidated,No,Detached,0.23,1875.0,1875.0,0.0,4.0,2.0,"Main,Upper1,Upper2",Yes,Public,Yes,Yes,"BrickVeneer,VinylSiding",1959
DENC2013008,264900.0,19808,PEPPER RIDGE,Red Clay Consolidated,Yes,End of Row/Townhouse,0.14,1225.0,1225.0,0.0,3.0,2.0,"Main,Upper1",Yes,Public,Yes,Yes,"AluminumSiding,Asphalt,Block,BrickFront,Concrete,StickBuilt",1976
DENC2009758,285000.0,19808,CEDARS,Red Clay Consolidated,No,Detached,0.23,1800.0,1800.0,0.0,4.0,1.0,Main,Yes,Public,Yes,Yes,"AluminumSiding,VinylSiding",1940
DENC2007188,265000.0,19808,KLAIR ESTATES,Red Clay Consolidated,No,Detached,0.22,1775.0,1775.0,0.0,3.0,2.0,Main,Yes,Public,Yes,No,Frame,1956
DENC2001368,259900.0,19808,PEPPER RIDGE,Red Clay Consolidated,No,End of Row/Townhouse,0.32,1550.0,1550.0,0.0,3.0,3.0,Main,Yes,Public,Yes,Yes,"AluminumSiding,Brick,VinylSiding",1976
DENC528434,240000.0,19808,KLAIR ESTATES,Red Clay Consolidated,No,Detached,0.26,1300.0,1300.0,0.0,3.0,2.0,"Lower1,Upper1",Yes,Public,No,Yes,"Asbestos,Brick",1955
DENC526166,244900.0,19808,LIMESTONE GARDENS,Red Clay Consolidated,No,Detached,0.32,3459.0,2525.0,934.0,4.0,3.0,Main,Yes,Public,Yes,No,"AluminumSiding,Brick,VinylSiding",1956
DENC522810,265000.0,19808,PLUM RUN,Red Clay Consolidated,No,Interior Row/Townhouse,0.1,1475.0,1475.0,0.0,3.0,3.0,Main,Yes,Public,Yes,No,"AluminumSiding,Brick,VinylSiding",1981
DENC2018804,249900.0,19808,FAIRWAY FALLS,Red Clay Consolidated,Yes,Interior Row/Townhouse,0.05,1900.0,1900.0,0.0,2.0,3.0,"Lower1,Lower2,Main,Upper1",Yes,Public,Yes,No,Other,1985
DENC2000944,255900.0,19808,WEATHERHILL FARMS,Red Clay Consolidated,Yes,Interior Row/Townhouse,0.05,1475.0,1475.0,0.0,3.0,3.0,"Lower1,Main,Upper1",Yes,Public,Yes,No,"AluminumSiding,Brick,VinylSiding",1986
DENC522906,265000.0,19808,RED CLAY CREEK,Red Clay Consolidated,No,Detached,0.67,1675.0,1675.0,0.0,4.0,2.0,"Main,Upper1",No,Public,Yes,No,Asbestos,1928
DENC2005116,285000.0,19808,HYDE PARK,Red Clay Consolidated,Yes,Detached,0.24,2125.0,1725.0,400.0,3.0,2.0,"Lower1,Upper1",Yes,Public,Yes,Yes,"AluminumSiding,Brick,MixedPlumbing,Tile",1955
DENC2017484,295000.0,19808,WINTERBURY,Red Clay Consolidated,Yes,Detached,0.69,2250.0,2250.0,0.0,4.0,3.0,"Main,Upper1",Yes,Public,Yes,Yes,"Brick,Frame",1968
DENC2013318,240000.0,19808,MARSHALLTON HGTS,Red Clay Consolidated,No,Detached,0.32,1125.0,1125.0,0.0,3.0,1.0,"Lower1,Main,Upper1",Yes,Public,Yes,Yes,Frame,1930
DENC2014090,259900.0,19808,VILLAGE OF LINDELL,Red Clay Consolidated,No,Detached,0.19,1500.0,1500.0,0.0,3.0,1.0,Main,Yes,Public,No,Yes,"AluminumSiding,VinylSiding",1987
DENC2005340,270000.0,19808,WEATHERHILL FARMS,Red Clay Consolidated,Yes,Interior Row/Townhouse,0.05,2213.0,1475.0,738.0,2.0,3.0,Main,Yes,Public,Yes,No,"Brick,VinylSiding",1987
DENC2002150,260000.0,19808,HERITAGE PARK,Red Clay Consolidated,No,Detached,0.16,1700.0,1700.0,0.0,3.0,2.0,Main,Yes,Public,Yes,Yes,Brick,1964
DENC528360,259900.0,19808,WEATHERHILL FARMS,Red Clay Consolidated,No,Interior Row/Townhouse,0.05,1834.0,1650.0,184.0,2.0,3.0,"Main,Upper1,Upper2",Yes,Public,Yes,Yes,"AluminumSiding,Brick,VinylSiding",1988
DENC526284,250000.0,19808,DUNLINDEN ACRES,Red Clay Consolidated,No,Detached,0.2,1525.0,1525.0,0.0,3.0,2.0,Main,Yes,Public,No,No,"AluminumSiding,VinylSiding",1955
DENC525006,274900.0,19808,STONEY BATTER,Red Clay Consolidated,No,Unit/Flat/Apartment,0.0,0.0,0.0,0.0,2.0,2.0,Main,Yes,Public,No,No,"Brick,Frame",1984
DENC2002426,279900.0,19808,FAIRWAY FALLS,Red Clay Consolidated,Yes,End of Row/Townhouse,0.2,1680.0,1600.0,80.0,3.0,3.0,"Lower1,Main",No,Public,Yes,Yes,"Brick,Frame",1981
DENC2007810,272900.0,19808,KLAIR ESTATES,Red Clay Consolidated,Yes,Detached,0.23,2000.0,1200.0,800.0,3.0,2.0,"Lower1,Main",Yes,Public,Yes,Yes,Brick,1965
DENC2003762,285000.0,19808,BERKSHIRE,Red Clay Consolidated,No,End of Row/Townhouse,0.0,1950.0,1950.0,0.0,3.0,3.0,"Main,Upper1",Yes,Public,No,Yes,"Brick,VinylSiding",1991
DENC522182,259900.0,19808,LIMESTONE ACRES,Red Clay Consolidated,No,Detached,0.23,1350.0,1350.0,0.0,3.0,2.0,"Lower1,Main",Yes,Public,Yes,Yes,Brick,1953
DENC524182,289900.0,19808,CEDARCREST,Red Clay Consolidated,No,Detached,0.19,2400.0,1800.0,600.0,4.0,2.0,"Lower1,Main",Yes,Public,Yes,No,Brick,1964
DENC2000183,259000.0,19808,WEATHERHILL FARMS,Red Clay Consolidated,Yes,End of Row/Townhouse,0.09,2546.0,2000.0,546.0,2.0,3.0,"Lower1,Main,Upper1",Yes,Public,Yes,No,"Brick,VinylSiding",1987
DENC2001774,278000.0,19808,KLAIR ESTATES,Red Clay Consolidated,No,Detached,0.32,1820.0,1300.0,520.0,3.0,1.0,"Main,Upper1",Yes,Public,Yes,Yes,"Asbestos,Brick",1955
DENC2013166,270000.0,19808,VILLAGE OF PLUM RU,Red Clay Consolidated,Yes,Interior Row/Townhouse,0.08,1725.0,1725.0,0.0,3.0,4.0,"Lower1,Main,Upper1",Yes,Public,Yes,Yes,"AluminumSiding,Brick,VinylSiding",1980
DENC2020386,289900.0,19808,LIMESTONE ACRES,Red Clay Consolidated,No,Detached,0.28,1600.0,1600.0,0.0,3.0,2.0,"Main,Upper1",No,Public,Yes,No,"Brick,Frame",1953
DENC2000946,279900.0,19808,SHERIDAN SQUARE,Red Clay Consolidated,No,Detached,0.34,1200.0,1200.0,0.0,3.0,2.0,"Lower1,Main",Yes,Public,Yes,Yes,Brick,1962
DENC2000684,279900.0,19808,PLUM RUN,Red Clay Consolidated,Yes,Interior Row/Townhouse,0.06,1550.0,1550.0,0.0,3.0,3.0,"Lower1,Main,Upper1",Yes,Public,Yes,No,"AluminumSiding,VinylSiding",1982
DENC2016778,264900.0,19808,PEPPER RIDGE,Red Clay Consolidated,Yes,Detached,0.04,1927.0,1575.0,352.0,3.0,2.0,"Main,Upper1",Yes,Public,Yes,No,"AluminumSiding,Brick,VinylSiding",1976
DENC2012582,299900.0,19808,KIRKWOOD GARDENS,Red Clay Consolidated,No,Detached,0.15,1600.0,1600.0,0.0,3.0,2.0,Main,Yes,Public,No,No,"AluminumSiding,VinylSiding",1957
DENC2001638,275000.0,19808,FAIRWAY FALLS,Red Clay Consolidated,Yes,End of Row/Townhouse,0.11,2929.0,2425.0,504.0,3.0,3.0,"Lower1,Main,Upper1",Yes,Public,Yes,No,"Brick,Frame",1982
DENC2001296,259900.0,19808,LIMESTONE GARDENS,Red Clay Consolidated,Yes,Detached,0.36,1997.0,1425.0,572.0,3.0,3.0,"Lower1,Main,Upper1",Yes,Public,Yes,Yes,"Brick,Frame",1956
DENC527658,280000.0,19808,LIMESTONE ACRES,Red Clay Consolidated,No,Detached,0.19,1800.0,1500.0,300.0,3.0,2.0,"Lower1,Main",Yes,Public,Yes,Yes,Brick,1961
DENC526218,272000.0,19808,FAULKLAND HEIGHTS,Red Clay Consolidated,Yes,Detached,0.22,1440.0,1200.0,240.0,3.0,1.0,"Lower1,Main",Yes,Public,Yes,No,"Asbestos,Brick",1960
DENC2021096,262000.0,19808,MARSHALLTON HGTS,Red Clay Consolidated,No,Detached,0.17,1850.0,1850.0,0.0,3.0,3.0,"Main,Upper1",Yes,Public,Yes,No,VinylSiding,1928
DENC2008508,325000.0,19808,NONE AVAILABLE,Red Clay Consolidated,No,Detached,2.0,1450.0,1450.0,0.0,3.0,1.0,"Main,Upper1,Upper2",No,Public,Yes,Yes,"MixedPlumbing,StickBuilt,WoodSiding",1940
DENC2007296,285000.0,19808,MAPLECREST,Red Clay Consolidated,Yes,Detached,0.16,2450.0,1850.0,600.0,3.0,2.0,"Lower1,Main",Yes,Public,Yes,No,"Brick,Stone",1961
DENC2005396,295000.0,19808,CEDARS,Red Clay Consolidated,No,Detached,0.16,2225.0,2225.0,0.0,5.0,3.0,Main,Yes,Public,Yes,Yes,Frame,1920
DENC2004578,315000.0,19808,FAIRWAY FALLS,Red Clay Consolidated,Yes,Interior Row/Townhouse,0.07,2000.0,2000.0,0.0,3.0,3.0,"Main,Upper1,Upper2,Upper3",Yes,Public,No,Yes,"Brick,Frame",1980
DENC2002772,285000.0,19808,LIMESTONE GARDENS,Red Clay Consolidated,No,Detached,0.28,2027.0,1475.0,552.0,3.0,2.0,"Lower1,Main,Upper1",Yes,Public,Yes,Yes,"Brick,SteelSiding,VinylSiding",1958
DENC528650,289900.0,19808,STONEY BATTER,Red Clay Consolidated,Yes,Unit/Flat/Apartment,0.0,0.0,0.0,0.0,2.0,2.0,Main,Yes,Public,No,Yes,Brick,1986
DENC527450,275000.0,19808,FAIRWAY FALLS,Red Clay Consolidated,Yes,Interior Row/Townhouse,0.07,2821.0,2350.0,471.0,3.0,3.0,"Lower1,Main,Upper1",Yes,Public,Yes,No,"Brick,Frame",1982
DENC2000912,279900.0,19808,FAIRWAY FALLS,Red Clay Consolidated,Yes,Interior Row/Townhouse,0.07,2400.0,2400.0,0.0,3.0,3.0,"Main,Upper1,Upper2,Upper3",Yes,Public,No,Yes,AluminumSiding,1981
DENC527522,299000.0,19808,BERKSHIRE LIMESTON,Red Clay Consolidated,No,End of Row/Townhouse,0.0,2100.0,2100.0,0.0,3.0,2.0,"Main,Upper1",Yes,Public,No,Yes,"AluminumSiding,Brick,VinylSiding",1990
DENC2019546,259900.0,19808,TUPELO RIDGE,Red Clay Consolidated,Yes,End of Row/Townhouse,0.06,2526.0,1900.0,626.0,2.0,4.0,"Lower1,Main,Upper1",Yes,Public,Yes,No,"AluminumSiding,VinylSiding",1992
DENC2019470,265000.0,19808,CRANSTON HEIGHTS,Red Clay Consolidated,No,Detached,0.17,1603.0,1330.0,273.0,3.0,2.0,"Main,Upper1",Yes,Public,Yes,No,VinylSiding,1930
DENC2008076,285000.0,19808,LIMESTONE GARDENS,Red Clay Consolidated,Yes,Detached,0.23,1850.0,1850.0,0.0,4.0,3.0,"Main,Upper1",Yes,Public,Yes,No,"AluminumSiding,Brick,VinylSiding",1958
DENC2002698,280000.0,19808,CROSSGATES,Red Clay Consolidated,No,Detached,0.38,2235.0,1675.0,560.0,2.0,2.0,Main,Yes,Public,Yes,Yes,Brick,1965
DENC2001204,300000.0,19808,NONE AVAILABLE,Red Clay Consolidated,No,Detached,0.3,1500.0,1500.0,0.0,3.0,2.0,"Main,Upper1",Yes,Public,No,Yes,"AluminumSiding,VinylSiding",1986
DENC524574,289000.0,19808,BRANDYWINE SPRINGS,Red Clay Consolidated,No,Detached,0.51,2200.0,2200.0,0.0,4.0,3.0,"Main,Upper1",No,Public,No,Yes,Combination,1900
DENC2011410,275000.0,19808,WEATHERHILL FARMS,Red Clay Consolidated,Yes,End of Row/Townhouse,0.08,1475.0,1475.0,0.0,2.0,3.0,"Lower1,Main,Upper1",Yes,Public,Yes,No,"AluminumSiding,Brick,VinylSiding",1986
DENC524288,268000.0,19808,FAULKLAND HEIGHTS,Red Clay Consolidated,Yes,Detached,0.15,1025.0,1025.0,0.0,3.0,2.0,"Lower1,Main",Yes,Public,Yes,Yes,"AluminumSiding,Brick,VinylSiding",1960
DENC2009318,285000.0,19808,BERKSHIRE LIMESTON,Red Clay Consolidated,Yes,End of Row/Townhouse,0.0,1950.0,1950.0,0.0,2.0,2.0,Main,Yes,Public,No,Yes,"AluminumSiding,Brick,MixedPlumbing,VinylSiding",1993
DENC2008884,325000.0,19808,CROSSGATES,Red Clay Consolidated,No,Detached,0.17,1680.0,1400.0,280.0,3.0,2.0,"Lower1,Main",Yes,Public,Yes,Yes,Brick,1966
DENC2008574,330000.0,19808,LIMESTONE HILLS,Red Clay Consolidated,Yes,Interior Row/Townhouse,0.0,2399.0,2000.0,399.0,3.0,4.0,"Lower1,Main,Upper1",Yes,Public,No,Yes,"Brick,VinylSiding",1994
DENC2007506,285000.0,19808,KLAIR ESTATES,Red Clay Consolidated,No,Detached,0.18,1825.0,1825.0,0.0,4.0,2.0,"Main,Upper1",Yes,Public,Yes,Yes,"Brick,VinylSiding",1956
DENC2003416,295000.0,19808,FAIRWAY FALLS,Red Clay Consolidated,Yes,Interior Row/Townhouse,0.07,2754.0,2250.0,504.0,3.0,4.0,"Lower1,Lower2,Main,Upper1",Yes,Public,Yes,No,"AluminumSiding,Brick",1983
DENC2000190,275000.0,19808,CEDARCREST,Red Clay Consolidated,No,Detached,0.19,3169.0,2375.0,794.0,3.0,2.0,Main,Yes,Public,Yes,Yes,Brick,1964
DENC526256,292500.0,19808,LIMESTONE HILLS WEST,Red Clay Consolidated,Yes,Interior Row/Townhouse,0.07,2152.0,1800.0,352.0,2.0,3.0,"Main,Upper1",Yes,Public,Yes,Yes,"AluminumSiding,Brick,VinylSiding",1993
DENC524274,300000.0,19808,SHERIDAN SQUARE,Red Clay Consolidated,No,Detached,0.26,1800.0,1500.0,300.0,3.0,2.0,"Lower1,Main",Yes,Public,Yes,Yes,Brick,1962
DENC526330,289900.0,19808,KIRKWOOD GARDENS,Red Clay Consolidated,No,Detached,0.19,1997.0,1425.0,572.0,3.0,2.0,"Lower1,Main,Upper1",Yes,Public,No,Yes,"Brick,VinylSiding",1956
DENC2024512,299900.0,19808,SHERIDAN SQUARE,Red Clay Consolidated,No,Detached,0.21,2975.0,2975.0,0.0,3.0,2.0,"Lower1,Main",Yes,Public,Yes,Yes,Brick,1962
DENC2007452,305000.0,19808,CROSSGATES,Red Clay Consolidated,No,Detached,0.28,1150.0,1150.0,0.0,3.0,2.0,"Lower1,Main",Yes,Public,Yes,No,"Brick,Frame",1965
DENC2009152,307500.0,19808,FAIRWAY FALLS,Red Clay Consolidated,Yes,Interior Row/Townhouse,0.07,2950.0,2425.0,525.0,3.0,3.0,Main,Yes,Public,Yes,Yes,"Brick,Frame",1981
DENC2008812,290000.0,19808,ARUNDEL,Red Clay Consolidated,Yes,Detached,0.27,1775.0,1775.0,0.0,4.0,3.0,"Main,Upper1",Yes,Public,Yes,Yes,"AluminumSiding,Brick,VinylSiding",1970
DENC2008720,299000.0,19808,COOPER FARMS,Red Clay Consolidated,No,Detached,0.26,1275.0,1275.0,0.0,3.0,2.0,"Lower1,Main,Upper1",Yes,Public,Yes,Yes,"AluminumSiding,VinylSiding",1950
DENC2006488,335000.0,19808,LIMESTONE ACRES,Red Clay Consolidated,Yes,Detached,0.22,2200.0,2200.0,0.0,4.0,2.0,"Main,Upper1",Yes,Public,Yes,Yes,"AluminumSiding,Brick,VinylSiding",1953
DENC2002802,295000.0,19808,FAULKLAND HEIGHTS,Red Clay Consolidated,Yes,Detached,0.18,2123.0,1875.0,248.0,3.0,2.0,"Lower1,Lower2,Main",Yes,Public,Yes,No,"AluminumSiding,Brick,VinylSiding",1960
DENC2002748,304900.0,19808,MAPLECREST,Red Clay Consolidated,No,Detached,0.2,2519.0,1250.0,1269.0,3.0,1.0,Main,Yes,Public,Yes,No,"AluminumSiding,BrickFront,MixedPlumbing",1962
DENC528886,279900.0,19808,FAIRWAY FALLS,Red Clay Consolidated,Yes,Interior Row/Townhouse,0.07,2000.0,2000.0,0.0,3.0,3.0,"Main,Upper1,Upper2,Upper3",Yes,Public,No,Yes,"Brick,Frame",1980
DENC528448,279900.0,19808,KIRKWOOD GARDENS,Red Clay Consolidated,No,Detached,0.15,1950.0,1950.0,0.0,3.0,2.0,Main,Yes,Public,No,No,"AluminumSiding,VinylSiding",2005
DENC2017472,289900.0,19808,PEPPER RIDGE,Red Clay Consolidated,No,End of Row/Townhouse,0.13,2250.0,1800.0,450.0,4.0,2.0,"Lower1,Main,Upper1",Yes,Public,Yes,No,"AluminumSiding,Brick,VinylSiding",1977
DENC522778,289000.0,19808,FAULKLAND HEIGHTS,Red Clay Consolidated,No,Detached,0.15,2339.0,1975.0,364.0,3.0,2.0,"Lower1,Main,Upper1",Yes,Public,Yes,Yes,"AluminumSiding,Asbestos,VinylSiding",1961
DENC2018996,304900.0,19808,EASTBURN ACRES,Red Clay Consolidated,No,Detached,0.27,1250.0,1250.0,0.0,2.0,3.0,"Lower1,Main",Yes,Public,Yes,Yes,Brick,1969
DENC2002080,295000.0,19808,FAIRWAY FALLS,Red Clay Consolidated,No,Interior Row/Townhouse,0.11,2200.0,2200.0,0.0,3.0,3.0,"Lower1,Main,Upper1",Yes,Public,Yes,No,"Brick,VinylSiding",1984
DENC2001904,289900.0,19808,VILLAGE OF LINDELL,Red Clay Consolidated,No,Detached,0.29,1800.0,1800.0,0.0,4.0,3.0,"Main,Upper1",Yes,Public,No,Yes,"VinylSiding,WoodSiding",1987
DENC528530,299900.0,19808,TYBROOK,Red Clay Consolidated,No,Detached,0.22,2338.0,1640.0,698.0,3.0,2.0,"Lower1,Main",Yes,Public,Yes,Yes,Brick,1960
DENC523850,305000.0,19808,HERITAGE PARK,Red Clay Consolidated,No,Detached,0.21,1600.0,1600.0,0.0,3.0,2.0,Main,Yes,Public,Yes,Yes,Brick,1965
DENC2006570,285000.0,19808,KLAIR ESTATES,Red Clay Consolidated,No,Detached,0.34,2070.0,1550.0,520.0,4.0,2.0,"Lower1,Main",Yes,Public,No,No,"Brick,VinylSiding",1955
DENC2017846,285000.0,19808,FAULKLAND HEIGHTS,Red Clay Consolidated,Yes,Detached,0.15,1548.0,1300.0,248.0,3.0,2.0,"Lower1,Main",Yes,Public,Yes,Yes,VinylSiding,1960
DENC525296,309900.0,19808,WOODMILL VILLAGE,Red Clay Consolidated,Yes,Detached,0.15,1725.0,1725.0,0.0,3.0,3.0,"Main,Upper1",Yes,Public,No,No,"AluminumSiding,VinylSiding",1988
DENC2012196,285000.0,19808,MARSHALLTON GREEN,Red Clay Consolidated,No,Detached,0.25,1350.0,1350.0,0.0,3.0,2.0,"Lower1,Main",No,Public,Yes,No,AluminumSiding,1972
DENC2008730,309000.0,19808,FAIRWAY FALLS,Red Clay Consolidated,No,Interior Row/Townhouse,0.07,2975.0,2450.0,525.0,4.0,3.0,"Lower1,Main,Upper1,Upper2",Yes,Public,No,Yes,"AluminumSiding,Brick,VinylSiding",1980
DENC2005224,320000.0,19808,LIMESTONE ACRES,Red Clay Consolidated,No,Detached,0.24,2265.0,1725.0,540.0,3.0,3.0,"Lower1,Main,Upper1",Yes,Public,Yes,No,"Brick,VinylSiding",1953
DENC528476,279900.0,19808,MAPLECREST,Red Clay Consolidated,Yes,Detached,0.17,2450.0,1850.0,600.0,3.0,2.0,"Lower1,Main",Yes,Public,Yes,No,"Brick,VinylSiding",1961
DENC526966,279900.0,19808,DUNLINDEN ACRES,Red Clay Consolidated,No,Detached,0.22,1700.0,1700.0,0.0,4.0,2.0,Main,Yes,Private,No,No,"AluminumSiding,Brick,VinylSiding",1952
DENC2003984,299900.0,19808,NONE AVAILABLE,Red Clay Consolidated,No,Detached,0.15,1856.0,1325.0,531.0,3.0,2.0,"Lower1,Main,Upper1",Yes,Public,Yes,Yes,"AluminumSiding,Brick,Combination,VinylSiding",1953
DENC2017604,300000.0,19808,ALBERTSON PARK,Red Clay Consolidated,No,Detached,0.26,2080.0,1600.0,480.0,3.0,2.0,"Lower1,Main",Yes,Public,No,Yes,"Brick,VinylSiding",1961
DENC2000908,285000.0,19808,MARSHALLTON ADDITI,Red Clay Consolidated,No,Detached,0.46,1600.0,1600.0,0.0,3.0,2.0,"Main,Upper1",Yes,Public,Yes,Yes,Brick,1954
DENC2020366,315000.0,19808,CRANSTON HEIGHTS,Red Clay Consolidated,No,Detached,0.28,1380.0,1380.0,0.0,3.0,2.0,"Main,Upper1",Yes,Public,Yes,Yes,Asbestos,1940
DENC2001738,295000.0,19808,LIMESTONE ACRES,Red Clay Consolidated,Yes,Detached,0.24,1775.0,1775.0,0.0,3.0,1.0,"Main,Upper1",Yes,Public,Yes,Yes,"Brick,Frame,VinylSiding",1953
DENC2001910,300000.0,19808,FAULKLAND HEIGHTS,Red Clay Consolidated,No,Detached,0.2,2058.0,1525.0,533.0,3.0,2.0,"Lower1,Main",Yes,Public,Yes,Yes,"AluminumSiding,Brick,VinylSiding",1960
DENC528564,299900.0,19808,FAIRWAY FALLS,Red Clay Consolidated,No,Interior Row/Townhouse,0.07,2866.0,2125.0,741.0,3.0,2.0,"Lower1,Main,Upper1,Upper2",Yes,Public,Yes,Yes,"Brick,Frame,VinylSiding",1984
DENC2003396,312900.0,19808,HIGHLANDS HERITAGE,Red Clay Consolidated,Yes,Detached,0.16,2168.0,1550.0,618.0,3.0,2.0,"Lower1,Lower2,Main,Upper1",No,Public,Yes,Yes,"Block,Brick,VinylSiding",1966
DENC2000260,325000.0,19808,HERITAGE PARK,Red Clay Consolidated,No,Detached,0.22,1775.0,1775.0,0.0,4.0,3.0,"Main,Upper1",Yes,Public,Yes,Yes,"AluminumSiding,Brick,VinylSiding",1963
DENC2014888,299900.0,19808,EASTBURN HEIGHTS,Red Clay Consolidated,No,Detached,0.34,1675.0,1675.0,0.0,3.0,2.0,"Lower1,Main,Upper1",Yes,Public,Yes,Yes,VinylSiding,1950
DENC2001850,338900.0,19808,ARUNDEL,Red Clay Consolidated,No,Detached,0.3,2075.0,2075.0,0.0,4.0,3.0,"Main,Upper1",Yes,Public,Yes,Yes,"Asbestos,Brick",1969
DENC2001626,365000.0,19808,HIGHLAND WEST,Red Clay Consolidated,No,Detached,0.25,2300.0,2300.0,0.0,4.0,3.0,"Main,Upper1",Yes,Public,Yes,Yes,"Asbestos,Brick",1969
DENC2007496,319900.0,19808,FAIRWAY FALLS,Red Clay Consolidated,No,Interior Row/Townhouse,0.07,2125.0,2125.0,0.0,3.0,3.0,"Lower1,Main,Upper1",Yes,Public,No,Yes,"Brick,Other",1984
DENC2021962,280000.0,19808,WEATHERHILL FARMS,Red Clay Consolidated,Yes,Interior Row/Townhouse,0.04,1475.0,1475.0,0.0,2.0,3.0,"Main,Upper1",Yes,Public,Yes,No,"AluminumSiding,Brick,VinylSiding",1988
DENC2021088,334900.0,19808,ALBERTSON PARK,Red Clay Consolidated,No,Detached,0.15,2221.0,1675.0,546.0,3.0,2.0,"Lower1,Main",Yes,Public,Yes,No,"Brick,VinylSiding",1961
DENC2018094,310000.0,19808,EASTBURN ACRES,Red Clay Consolidated,No,Detached,0.15,2136.0,1800.0,336.0,4.0,2.0,"Lower1,Main,Upper1",Yes,Public,Yes,Yes,"AluminumSiding,Brick,VinylSiding",1960
DENC2010034,299900.0,19808,CROSSGATES,Red Clay Consolidated,No,Detached,0.25,1681.0,1400.0,281.0,3.0,2.0,"Lower1,Main",Yes,Public,Yes,Yes,Brick,1965
DENC2009738,334900.0,19808,MARSHALLTON,Red Clay Consolidated,Yes,Detached,0.75,2000.0,2000.0,0.0,3.0,2.0,"Lower1,Main,Upper1",Yes,Public,Yes,Yes,"Asphalt,Combination",1900
DENC2007268,299900.0,19808,MAPLECREST,Red Clay Consolidated,No,Detached,0.43,2200.0,1920.0,280.0,4.0,3.0,"Lower1,Main",Yes,Public,Yes,No,"Brick,Stone",1961
DENC2004432,299900.0,19808,FAIRWAY FALLS,Red Clay Consolidated,Yes,End of Row/Townhouse,0.22,2975.0,2450.0,525.0,3.0,3.0,"Main,Upper1",Yes,Public,No,Yes,"Brick,Frame",1981
DENC2004160,325900.0,19808,FAIRWAY FALLS,Red Clay Consolidated,Yes,End of Row/Townhouse,0.15,3463.0,2575.0,888.0,3.0,2.0,"Lower1,Main,Upper1",Yes,Public,No,No,"Brick,Frame",1984
DENC2000888,329900.0,19808,SHERWOOD PARK II,Red Clay Consolidated,No,Detached,0.26,3176.0,2225.0,951.0,4.0,2.0,Main,Yes,Public,Yes,No,"Brick,VinylSiding",1959
