Orig_List_Price,Zip_Code,Subdivision,School_District,HOA_YN,Structure_Type,Acres,Age,InteriorSqFt,AboveGradeSqFt,BelowGradeSqFt,Bedrooms,Baths,BathsFull,Design,Style,NumberofStories,Central_Air_YN,Cooling,PrimaryHeat,HeatDelivery,HotWater,Water,Sewer,Basement_YN,Garage_YN,ExteriorMaterial,LotFrontage,LotDepth,LotSqFt,LotAcres,YearBuilt
325900.0,19808,FAIRWAY FALLS,Red Clay Consolidated,Yes,End of Row/Townhouse,0.15,1984.0,3463.0,2575.0,888.0,3.0,2.0,2.0,Three,Colonial,"Lower1,Main,Upper1",Yes,CentralAC,Central,HeatPumps,Electric,Public,PublicSewer,No,No,"Brick,Frame",34.7,196.3,6534,0.15,1984
329900.0,19808,SHERWOOD PARK II,Red Clay Consolidated,No,Detached,0.26,1959.0,3176.0,2225.0,951.0,4.0,2.0,1.0,One,SplitLevel,Main,Yes,CentralAC,Other,HotWater,Other,Public,"PublicSeptic,PublicSewer",Yes,No,"Brick,VinylSiding",102.1,102.3,11326,0.26,1959
290000.0,19808,VILLAGE OF LINDELL,Red Clay Consolidated,No,Detached,0.16,1985.0,1675.0,1675.0,0.0,3.0,2.0,1.0,Two,Colonial,"Main,Upper1",Yes,CentralAC,Oil,ForcedAir,Electric,Public,PublicSewer,No,No,"AluminumSiding,VinylSiding",70.0,100.0,6970,0.16,1985
299900.0,19808,LIMESTONE HILLS WEST,Red Clay Consolidated,No,End of Row/Townhouse,0.12,1992.0,1822.0,1451.0,371.0,2.0,3.0,2.0,Two,Colonial,"Lower1,Main,Upper1",Yes,CentralAC,NatGasAvail,ForcedAir,Electric,Public,PublicSewer,Yes,Yes,VinylSiding,40.0,130.0,5227,0.12,1992
320000.0,19808,ARUNDEL,Red Clay Consolidated,Yes,Detached,0.25,1968.0,1800.0,1800.0,0.0,4.0,3.0,2.0,Two,Colonial,"Main,Upper1",Yes,CentralAC,Oil,ForcedAir,Electric,Public,PublicSewer,Yes,Yes,"Brick,VinylSiding",70.0,119.6,10890,0.25,1968
299900.0,19808,LIMESTONE GARDENS,Red Clay Consolidated,No,Detached,0.3,1956.0,2027.0,1475.0,552.0,3.0,2.0,1.0,Two,SplitLevel,"Lower1,Main,Upper1",Yes,CentralAC,Oil,ForcedAir,Electric,Public,PublicSewer,Yes,Yes,"Asbestos,Brick",80.0,166.4,13068,0.3,1956
310000.0,19808,NORTH POINTE,Red Clay Consolidated,Yes,Interior Row/Townhouse,0.06,1995.0,1550.0,1550.0,0.0,3.0,3.0,2.0,Three,Contemporary,"Lower1,Main,Upper1",Yes,CentralAC,NaturalGas,ForcedAir,NaturalGas,Public,PublicSewer,No,Yes,"AluminumSiding,VinylSiding",20.0,127.3,2614,0.06,1995
309900.0,19808,FAIRWAY FALLS,Red Clay Consolidated,Yes,End of Row/Townhouse,0.14,1980.0,2050.0,2050.0,0.0,3.0,3.0,3.0,Two,Contemporary,"Lower1,Main",Yes,CentralAC,Electric,HeatPumpElectricBackUp,Electric,Public,PublicSewer,No,Yes,"Brick,VinylSiding",48.0,125.0,6098,0.14,1980
285000.0,19808,VILLAGE OF PLUM RU,Red Clay Consolidated,Yes,Interior Row/Townhouse,0.08,1976.0,2759.0,2300.0,459.0,3.0,4.0,2.0,Two,Colonial,"Lower1,Main,Upper1",Yes,CentralAC,NaturalGas,"ForcedAir,HeatPumpElectricBackUp",Electric,Public,PublicSewer,Yes,Yes,"Stone,VinylSiding",28.5,125.5,3485,0.08,1976
299900.0,19808,LIMESTONE HILLS WEST,Red Clay Consolidated,No,Interior Row/Townhouse,0.07,1992.0,2177.0,1825.0,352.0,3.0,3.0,2.0,Three,Colonial,"Lower1,Main,Upper1",Yes,CentralAC,NaturalGas,ForcedAir,NaturalGas,Public,PublicSewer,Yes,Yes,"AluminumSiding,Brick,VinylSiding",22.0,131.5,3049,0.07,1992
299900.0,19808,DUNLINDEN ACRES,Red Clay Consolidated,No,Detached,0.32,1952.0,1330.0,1330.0,0.0,3.0,3.0,2.0,One,Rancher,Main,Yes,CentralAC,Electric,HeatPumps,Electric,Public,PublicSewer,No,No,"AluminumSiding,VinylSiding",60.0,213.1,13939,0.32,1952
310000.0,19808,KLAIR ESTATES,Red Clay Consolidated,No,Detached,0.18,1956.0,1825.0,1825.0,0.0,4.0,3.0,1.0,Two,SplitLevel,"Lower1,Lower2,Main,Upper1",Yes,CentralAC,"Electric,Oil",HeatPumpOilBackUp,Electric,Public,PublicSewer,Yes,Yes,"Brick,VinylSiding",70.0,115.0,7841,0.18,1956
309000.0,19808,DELPARK MANOR,Red Clay Consolidated,No,Detached,0.19,1957.0,2640.0,1950.0,690.0,3.0,2.0,1.0,Three,SplitLevel,"Main,Upper1,Upper2",No,"WallUnit,WindowUnits",NaturalGas,HotWater,NaturalGas,Private,PublicSewer,Yes,Yes,"Brick,VinylSiding",107.2,133.1,8276,0.19,1957
300000.0,19808,KLAIR ESTATES,Red Clay Consolidated,Yes,Detached,0.37,1957.0,1075.0,1075.0,0.0,3.0,2.0,2.0,Two,Rancher,"Lower1,Main",Yes,CentralAC,Oil,ForcedAir,Electric,Public,PublicSeptic,Yes,Yes,"Asbestos,Brick",128.1,142.4,16117,0.37,1957
325000.0,19808,SHERWOOD PARK II,Red Clay Consolidated,No,Detached,0.16,1958.0,2498.0,1875.0,623.0,3.0,2.0,1.0,TwoandaHalf,SplitLevel,"Lower1,Main,Upper1",Yes,CentralAC,"NatGasAvail,Oil",HotWater,Electric,Public,PublicSewer,Yes,Yes,"Brick,Frame",65.0,135.0,6970,0.16,1958
325000.0,19808,FAIRWAY FALLS,Red Clay Consolidated,Yes,End of Row/Townhouse,0.11,1983.0,2450.0,2450.0,0.0,3.0,3.0,2.0,Three,Contemporary,"Main,Upper2,Upper3",Yes,"CeilingFans,CentralAC,HeatPumps",Electric,HeatPumpElectricBackUp,Electric,Public,PublicSewer,No,Yes,"Combination,WoodSiding",36.9,125.0,4792,0.11,1983
325000.0,19808,LIMESTONE HILLS WEST,Red Clay Consolidated,Yes,Interior Row/Townhouse,0.06,1993.0,1625.0,1625.0,0.0,2.0,2.0,1.0,Three,Colonial,"Lower1,Upper1",Yes,CentralAC,NaturalGas,ForcedAir,Electric,Public,PublicSewer,Yes,Yes,VinylSiding,22.0,125.0,2614,0.06,1993
325000.0,19808,COOPER FARMS,Red Clay Consolidated,No,Detached,0.58,1955.0,1550.0,1550.0,0.0,3.0,3.0,1.0,OneandaHalf,CapeCod,"Lower1,Main,Upper1",No,None,Oil,ForcedAir,Electric,Public,PublicSewer,Yes,Yes,Stucco,80.0,232.9,25265,0.58,1955
325000.0,19808,COOPER FARMS,Red Clay Consolidated,No,Detached,0.92,1960.0,3548.0,2125.0,1423.0,3.0,2.0,1.0,TwoandaHalf,SplitLevel,Main,Yes,CentralAC,Oil,ForcedAir,Electric,Public,PublicSewer,Yes,Yes,"Brick,Frame",65.0,234.7,40075,0.92,1960
319900.0,19808,COOPER FARMS,Red Clay Consolidated,No,Detached,0.31,1950.0,1725.0,1725.0,0.0,3.0,2.0,1.0,Two,Colonial,"Lower1,Main,Upper1",Yes,CentralAC,NaturalGas,BaseboardHotWater,NaturalGas,Public,PublicSewer,Yes,Yes,Brick,90.0,150.0,13503,0.31,1950
325000.0,19808,SHERWOOD PARK I,Red Clay Consolidated,Yes,Detached,0.25,1955.0,1550.0,1550.0,0.0,3.0,2.0,1.0,OneandaHalf,"Colonial,SplitLevel","Lower1,Upper1",Yes,CentralAC,NaturalGas,ForcedAir,NaturalGas,Public,PublicSewer,No,Yes,"Brick,VinylSiding",80.0,135.0,10890,0.25,1955
325000.0,19808,HERITAGE PARK,Red Clay Consolidated,No,Detached,0.23,1961.0,2804.0,2100.0,704.0,5.0,3.0,2.0,Two,Bilevel,"Main,Upper1",Yes,CentralAC,Oil,HeatPumps,Electric,Public,PublicSewer,Yes,Yes,"Asbestos,Brick",81.7,120.0,10019,0.23,1961
325000.0,19808,HIGHLANDS HER PARK,Red Clay Consolidated,No,Detached,0.23,1965.0,2664.0,2000.0,664.0,4.0,2.0,1.0,Three,SplitLevel,"Main,Upper1,Upper2",Yes,CentralAC,Oil,BaseboardHotWater,Oil,Public,PublicSewer,Yes,Yes,"Asbestos,Brick",45.0,115.4,10019,0.23,1965
300000.0,19808,COOPER FARMS,Red Clay Consolidated,No,Detached,0.39,1963.0,3537.0,2650.0,887.0,3.0,3.0,2.0,One,Rancher,"Lower1,Main",Yes,CentralAC,Oil,BaseboardHotWater,Oil,Public,PublicSewer,Yes,Yes,"Brick,Frame",100.0,171.5,16988,0.39,1963
300000.0,19808,ALBERTSON PARK,Red Clay Consolidated,Yes,Detached,0.19,1961.0,1575.0,1575.0,0.0,4.0,2.0,1.0,Two,Colonial,"Lower1,Main,Upper1",Yes,CentralAC,NaturalGas,ForcedAir,NaturalGas,Public,PublicSewer,Yes,Yes,"AluminumSiding,Brick,VinylSiding",60.0,140.0,8276,0.19,1961
319900.0,19808,COOPER FARMS,Red Clay Consolidated,No,Detached,0.3,1951.0,1550.0,1550.0,0.0,3.0,2.0,1.0,Two,Colonial,Main,Yes,CentralAC,NaturalGas,ForcedAir,Electric,Public,PublicSewer,Yes,Yes,Brick,79.0,150.7,13068,0.3,1951
299000.0,19808,HERITAGE FARM,Red Clay Consolidated,No,Detached,0.16,1964.0,2664.0,2000.0,664.0,4.0,2.0,1.0,Three,SplitLevel,"Lower1,Lower2,Main,Upper1",Yes,CentralAC,NaturalGas,ForcedAir,Electric,Public,PublicSewer,Yes,Yes,"AluminumSiding,Brick,VinylSiding",70.0,100.0,6970,0.16,1964
309900.0,19808,PLUM RUN,Red Clay Consolidated,Yes,Interior Row/Townhouse,0.06,1984.0,1850.0,1850.0,0.0,3.0,3.0,2.0,Two,Traditional,"Main,Upper1",Yes,CentralAC,Electric,ForcedAir,Electric,Public,PublicSewer,Yes,Yes,"Frame,Stucco",20.0,130.0,2614,0.06,1984
324900.0,19808,BRANDYWINE SPRINGS,Red Clay Consolidated,No,Detached,0.37,1965.0,2075.0,2075.0,0.0,3.0,2.0,2.0,Two,SplitLevel,"Lower1,Main,Upper1",Yes,CentralAC,Electric,90ForcedAir,Electric,Public,PublicSeptic,No,Yes,"AluminumSiding,VinylSiding",72.0,211.4,16117,0.37,1965
350000.0,19808,LITTLE FALLS VILL,Red Clay Consolidated,Yes,Interior Row/Townhouse,0.08,2002.0,1950.0,1950.0,0.0,2.0,3.0,2.0,Two,Traditional,"Main,Upper1",Yes,CentralAC,NaturalGas,ForcedAir,NaturalGas,Public,PublicSewer,Yes,Yes,"AluminumSiding,Brick,VinylSiding",0.0,0.0,3485,0.08,2002
242900.0,19808,HERITAGE PARK,Red Clay Consolidated,Yes,Detached,0.21,1964.0,1400.0,1400.0,0.0,3.0,2.0,1.0,Two,Colonial,Main,Yes,CentralAC,NaturalGas,ForcedAir,Electric,Public,PublicSewer,Yes,No,"Brick,Frame",88.6,71.1,9148,0.21,1964
330000.0,19808,NONE AVAILABLE,Red Clay Consolidated,No,Detached,0.84,1965.0,4071.0,2325.0,1746.0,3.0,3.0,2.0,One,Rancher,Main,Yes,CentralAC,Oil,HeatPumpOilBackUp,Electric,Well,OnSiteSeptic,Yes,Yes,Brick,246.5,185.6,36590,0.84,1965
329999.0,19808,FAIRWAY FALLS,Red Clay Consolidated,Yes,Interior Row/Townhouse,0.07,1984.0,2866.0,2125.0,741.0,3.0,3.0,2.0,Three,Contemporary,Main,No,HeatPumps,Electric,HeatPumps,Electric,Public,PublicSewer,No,Yes,"Brick,Frame",24.0,125.0,3049,0.07,1984
319900.0,19808,FAIRWAY FALLS,Red Clay Consolidated,No,Interior Row/Townhouse,0.07,1981.0,2975.0,2450.0,525.0,3.0,3.0,2.0,Three,Contemporary,"Lower1,Main,Upper1",Yes,CentralAC,Electric,HeatPumps,Electric,Public,PrivateSewer,No,Yes,"Brick,Frame",24.0,125.0,3049,0.07,1981
315000.0,19808,LIMESTONE ACRES,Red Clay Consolidated,No,Detached,0.22,1961.0,1525.0,1525.0,0.0,4.0,3.0,3.0,One,"RaisedRanch,Rancher","Lower1,Main",Yes,"CeilingFans,CentralAC",NaturalGas,ForcedAir,NaturalGas,Public,PublicSewer,Yes,Yes,"Brick,VinylSiding",80.0,120.0,9583,0.22,1961
300000.0,19808,ARUNDEL,Red Clay Consolidated,No,Detached,0.34,1969.0,2025.0,2025.0,0.0,4.0,3.0,2.0,Two,Colonial,"Main,Upper1",Yes,CentralAC,NaturalGas,ForcedAir,NaturalGas,Public,PublicSewer,Yes,Yes,Brick,55.0,174.2,14810,0.34,1969
304900.0,19808,FAULKLAND HEIGHTS,Red Clay Consolidated,Yes,Detached,0.18,1961.0,2161.0,1825.0,336.0,4.0,3.0,2.0,Two,Colonial,Main,Yes,CentralAC,NaturalGas,ForcedAir,NaturalGas,Public,PublicSewer,Yes,No,"AluminumSiding,Brick,VinylSiding",52.1,118.3,7841,0.18,1961
310000.0,19808,FAULKLAND HEIGHTS,Red Clay Consolidated,No,Detached,0.15,1960.0,2115.0,1525.0,590.0,3.0,2.0,2.0,One,Rancher,"Lower1,Main",Yes,CentralAC,NaturalGas,ForcedAir,NaturalGas,Public,PublicSewer,Yes,No,"Brick,VinylSiding",60.0,110.0,6534,0.15,1960
315000.0,19808,LIMESTONE HILLS WEST,Red Clay Consolidated,Yes,Interior Row/Townhouse,0.09,1994.0,1625.0,1625.0,0.0,2.0,3.0,2.0,Three,"Colonial,Traditional","Main,Upper1",Yes,CentralAC,NaturalGas,90ForcedAir,NaturalGas,Public,PublicSewer,Yes,Yes,"Brick,VinylSiding",22.2,188.4,3920,0.09,1994
378900.0,19808,LIMESTONE HILLS WEST,Red Clay Consolidated,Yes,End of Row/Townhouse,0.12,1993.0,1950.0,1950.0,0.0,3.0,3.0,2.0,Two,Colonial,"Main,Upper1",Yes,CentralAC,NaturalGas,ForcedAir,NaturalGas,Public,PublicSewer,Yes,Yes,VinylSiding,31.3,134.3,5227,0.12,1993
339900.0,19808,SHERWOOD PARK II,Red Clay Consolidated,Yes,Detached,0.17,1958.0,2498.0,1875.0,623.0,3.0,3.0,2.0,OneandaHalf,"SplitLevel,Traditional","Lower1,Lower2,Main,Upper1",Yes,CentralAC,NaturalGas,BaseboardHotWater,NaturalGas,Public,PublicSewer,Yes,Yes,"Brick,VinylSiding",70.0,105.0,7405,0.17,1958
325000.0,19808,COOPER FARMS,Red Clay Consolidated,No,Detached,0.28,1950.0,2608.0,2608.0,0.0,4.0,2.0,2.0,One,Rancher,Main,Yes,"CentralAC,Zoned",NaturalGas,ForcedAir,NaturalGas,Public,PublicSewer,Yes,No,"AluminumSiding,Brick,CopperPlumbing,CPVCPVC",80.0,148.1,12197,0.28,1950
339500.0,19808,LIMESTONE HILLS,Red Clay Consolidated,Yes,End of Row/Townhouse,0.1,1989.0,2000.0,1750.0,250.0,3.0,4.0,3.0,Two,Traditional,"Lower1,Main,Upper1",Yes,CentralAC,NaturalGas,ForcedAir,NaturalGas,Public,PublicSewer,Yes,Yes,Combination,32.5,132.4,4356,0.1,1989
299900.0,19808,ARUNDEL,Red Clay Consolidated,Yes,Detached,0.2,1969.0,2075.0,2075.0,0.0,4.0,3.0,2.0,Two,Colonial,"Main,Upper1",Yes,CentralAC,Electric,ForcedAir,Electric,Public,PublicSewer,Yes,Yes,"Brick,VinylSiding",70.0,127.9,8712,0.2,1969
330000.0,19808,LIMESTONE HILLS WEST,Red Clay Consolidated,Yes,Interior Row/Townhouse,0.08,1992.0,2152.0,1800.0,352.0,2.0,3.0,2.0,Two,Traditional,"Lower3,Main,Upper1",Yes,CentralAC,NaturalGas,"ForcedAir,HotWater",NaturalGas,Public,PublicSewer,Yes,Yes,"Brick,VinylSiding",22.0,150.2,3485,0.08,1992
329900.0,19808,SHERWOOD PARK I,Red Clay Consolidated,No,Detached,0.27,1955.0,2070.0,1550.0,520.0,4.0,2.0,1.0,Two,SplitLevel,"Lower1,Lower2,Lower3,Main,Upper1",Yes,CentralAC,Oil,ForcedAir,Electric,Public,PublicSewer,Yes,No,"Brick,VinylSiding",71.3,136.7,11761,0.27,1955
319900.0,19808,NORTH POINTE,Red Clay Consolidated,Yes,Interior Row/Townhouse,0.06,1996.0,2200.0,1600.0,600.0,3.0,3.0,2.0,Two,Traditional,"Lower1,Lower2,Main,Upper1",Yes,CentralAC,NaturalGas,90ForcedAir,NaturalGas,Public,PublicSewer,Yes,No,"AluminumSiding,VinylSiding",20.3,132.0,2614,0.06,1996
332500.0,19808,NORTH POINTE,Red Clay Consolidated,No,End of Row/Townhouse,0.13,1994.0,1625.0,1625.0,0.0,2.0,4.0,2.0,Three,Colonial,"Lower1,Main,Upper1",Yes,CentralAC,Electric,HeatPumpElectricBackUp,Electric,Public,PublicSewer,Yes,No,"AluminumSiding,VinylSiding",47.5,130.0,5663,0.13,1994
319900.0,19808,DELPARK MANOR,Red Clay Consolidated,No,Detached,0.2,1957.0,2246.0,1700.0,546.0,3.0,2.0,1.0,Three,SplitLevel,"Lower1,Lower2,Main,Upper1",Yes,CentralAC,NaturalGas,HotWater,NaturalGas,Public,PublicSewer,Yes,Yes,"AluminumSiding,Brick,VinylSiding",70.0,110.6,8712,0.2,1957
315000.0,19808,FAULKLAND HEIGHTS,Red Clay Consolidated,Yes,Detached,0.2,1960.0,2596.0,1950.0,646.0,3.0,3.0,2.0,One,Rancher,"Lower1,Main",Yes,CentralAC,NaturalGas,ForcedAir,Electric,Public,PublicSewer,Yes,No,"AluminumSiding,Brick,VinylSiding",80.0,110.0,8712,0.2,1960
325000.0,19808,HERITAGE PARK,Red Clay Consolidated,No,Detached,0.19,1961.0,1725.0,1725.0,0.0,4.0,2.0,1.0,One,Rancher,Main,Yes,CentralAC,Other,Other,Other,Public,PublicSewer,Yes,Yes,"Brick,Frame",72.4,120.0,8276,0.19,1961
315000.0,19808,HERITAGE PARK,Red Clay Consolidated,No,Detached,0.2,1961.0,1600.0,1600.0,0.0,3.0,3.0,1.0,One,Rancher,Main,Yes,CentralAC,Oil,ForcedAir,Electric,Public,PublicSewer,Yes,Yes,Brick,77.9,121.8,8712,0.2,1961
324900.0,19808,LIMESTONE HILLS WEST,Red Clay Consolidated,Yes,Twin/Semi-Detached,0.14,1993.0,1675.0,1675.0,0.0,3.0,3.0,2.0,Two,Colonial,"Main,Upper1",Yes,CentralAC,NaturalGas,ForcedAir,Electric,Public,PublicSewer,Yes,Yes,"AluminumSiding,Brick,VinylSiding",38.3,146.0,6098,0.14,1993
325000.0,19808,BROOKMEADE II,Red Clay Consolidated,Yes,Detached,0.22,1963.0,1850.0,1850.0,0.0,3.0,2.0,1.0,One,Rancher,Main,Yes,CentralAC,NaturalGas,ForcedAir,NaturalGas,Public,PublicSewer,Yes,Yes,Brick,80.0,120.0,9583,0.22,1963
339000.0,19808,BROOKMEADE II,Red Clay Consolidated,No,Detached,0.29,1971.0,2050.0,2050.0,0.0,4.0,3.0,2.0,Two,Colonial,Main,Yes,CentralAC,NaturalGas,ForcedAir,NaturalGas,Public,PublicSewer,Yes,Yes,"Asbestos,Brick",108.5,105.0,12632,0.29,1971
339900.0,19808,VILLAGE OF LINDELL,Red Clay Consolidated,Yes,Detached,0.15,1981.0,2025.0,2025.0,0.0,3.0,3.0,2.0,Two,Colonial,"Main,Upper1",Yes,CentralAC,"NatGasAvail,Oil",ForcedAir,Electric,Public,PublicSewer,No,Yes,"AluminumSiding,Brick",65.0,100.0,6534,0.15,1981
339900.0,19808,SHERWOOD PARK II,Red Clay Consolidated,No,Detached,0.3,1959.0,2702.0,2050.0,652.0,4.0,2.0,2.0,TwoandaHalf,SplitLevel,"Lower1,Main,Upper1",Yes,"CentralAC,DuctlessMiniSplit",Oil,HotWater,Oil,Public,PublicSewer,Yes,Yes,"Brick,Frame",66.5,206.1,13068,0.3,1959
329900.0,19808,LIMESTONE HILLS WEST,Red Clay Consolidated,Yes,End of Row/Townhouse,0.12,1995.0,2100.0,2100.0,0.0,3.0,3.0,2.0,Three,Colonial,"Main,Upper1",Yes,"CeilingFans,CentralAC",NaturalGas,ForcedAir,NaturalGas,Public,PublicSewer,Yes,Yes,"Frame,VinylSiding",40.0,130.0,5227,0.12,1995
340000.0,19808,NORTH POINTE,Red Clay Consolidated,Yes,Interior Row/Townhouse,0.06,1994.0,2100.0,1525.0,575.0,3.0,3.0,2.0,Two,Contemporary,"Main,Upper1",Yes,CentralAC,NaturalGas,"Central,ForcedAir",Electric,Public,PublicSewer,Yes,No,"Block,Brick",20.0,130.0,2614,0.06,1994
320000.0,19808,ARUNDEL,Red Clay Consolidated,Yes,Detached,0.2,1969.0,1825.0,1825.0,0.0,4.0,3.0,2.0,Two,Colonial,"Main,Upper1",Yes,CentralAC,NaturalGas,ForcedAir,Other,Public,PublicSewer,Yes,Yes,"Brick,VinylSiding",70.0,126.6,8712,0.2,1969
320000.0,19808,NONE AVAILABLE,Red Clay Consolidated,No,Detached,0.17,1953.0,1200.0,1200.0,0.0,3.0,2.0,1.0,One,Rancher,"Lower1,Main",Yes,CentralAC,NaturalGas,"HotWater,Radiant",NaturalGas,Public,PublicSewer,Yes,Yes,Brick,84.8,100.7,7405,0.17,1953
310000.0,19808,BROOKMEADE I,Red Clay Consolidated,No,Detached,0.24,1963.0,2250.0,2250.0,0.0,4.0,3.0,2.0,Two,Colonial,"Main,Upper1",Yes,CentralAC,NaturalGas,ForcedAir,NaturalGas,Public,PublicSewer,Yes,Yes,"Brick,Frame",67.2,145.3,10454,0.24,1963
319990.0,19808,LIMESTONE HILLS WEST,Red Clay Consolidated,Yes,End of Row/Townhouse,0.27,1992.0,2177.0,1825.0,352.0,2.0,3.0,2.0,Two,Colonial,"Lower1,Main,Upper1",Yes,CentralAC,NaturalGas,ForcedAir,NaturalGas,Public,PublicSewer,Yes,Yes,"Brick,VinylSiding",39.8,154.9,11761,0.27,1992
330000.0,19808,LIMESTONE GARDENS,Red Clay Consolidated,No,Detached,0.28,1958.0,1712.0,1400.0,312.0,3.0,3.0,2.0,OneandaHalf,SplitLevel,"Lower1,Main,Upper1",Yes,CentralAC,Oil,HotWater,NaturalGas,Public,NoSepticSystem,Yes,Yes,"AluminumSiding,Brick,VinylSiding",134.3,92.4,12197,0.28,1958
345900.0,19808,LIMESTONE HILLS WEST,Red Clay Consolidated,Yes,End of Row/Townhouse,0.17,1995.0,2100.0,2100.0,0.0,3.0,3.0,2.0,Three,Colonial,"Lower1,Main,Upper1",Yes,CentralAC,NaturalGas,90ForcedAir,NaturalGas,Public,PublicSewer,Yes,Yes,"Brick,VinylSiding",30.6,150.7,7405,0.17,1995
333500.0,19808,NORTH POINTE,Red Clay Consolidated,Yes,Interior Row/Townhouse,0.06,1993.0,2415.0,2000.0,415.0,3.0,3.0,2.0,Three,Traditional,"Lower1,Main,Upper1",Yes,CentralAC,NaturalGas,ForcedAir,Electric,Public,PublicSewer,Yes,No,"AluminumSiding,Brick,VinylSiding",20.0,134.1,2614,0.06,1993
320000.0,19808,VILLAGE OF LINDELL,Red Clay Consolidated,No,Detached,0.16,1985.0,1700.0,1700.0,0.0,4.0,2.0,2.0,Two,Colonial,"Main,Upper1,Upper2",Yes,CentralAC,Electric,HeatPumps,Electric,Public,PublicSewer,No,Yes,"AluminumSiding,VinylSiding",70.0,100.0,6970,0.16,1985
295000.0,19808,TYBROOK,Red Clay Consolidated,No,Detached,0.17,1960.0,1680.0,1400.0,280.0,4.0,3.0,2.0,One,Rancher,"Lower1,Main,Upper1",Yes,CentralAC,NaturalGas,ForcedAir,"NaturalGas,Tankless",Public,PublicSewer,Yes,Yes,Brick,60.0,125.0,7405,0.17,1960
349900.0,19808,NONE AVAILABLE,Red Clay Consolidated,No,Detached,0.46,1950.0,1475.0,1475.0,0.0,3.0,2.0,1.0,OneandaHalf,CapeCod,"Lower1,Main",Yes,CentralAC,NaturalGas,ForcedAir,NaturalGas,Public,OnSiteSeptic,Yes,Yes,Brick,220.9,195.0,20038,0.46,1950
330000.0,19808,NORTH POINTE,Red Clay Consolidated,Yes,Interior Row/Townhouse,0.08,1997.0,2900.0,2000.0,900.0,3.0,3.0,2.0,Three,Colonial,"Main,Upper1",Yes,"CeilingFans,CentralAC",NaturalGas,ForcedAir,NaturalGas,Public,PublicSewer,Yes,No,"Brick,VinylSiding",26.0,130.0,3485,0.08,1996
335000.0,19808,VILLAGE OF LINDELL,Red Clay Consolidated,No,Detached,0.17,1986.0,1600.0,1600.0,0.0,3.0,3.0,2.0,Two,Colonial,Main,Yes,CentralAC,Other,Other,Other,Public,PublicSewer,Yes,Yes,VinylSiding,56.9,102.4,7405,0.17,1986
339000.0,19808,HERITAGE PARK,Red Clay Consolidated,Yes,Detached,0.18,1965.0,2664.0,2000.0,664.0,3.0,2.0,1.0,OneandaHalf,SplitLevel,"Main,Upper1",Yes,CentralAC,"Electric,Oil",HotWater,Oil,Public,PublicSewer,Yes,Yes,"AluminumSiding,Brick,VinylSiding",65.0,113.5,7841,0.18,1965
344900.0,19808,LIMESTONE GARDENS,Red Clay Consolidated,Yes,Detached,0.17,1957.0,2499.0,1875.0,624.0,4.0,3.0,3.0,Three,"Contemporary,SplitLevel,Traditional","Lower1,Main,Upper1",Yes,CentralAC,Oil,HotWater,Electric,Public,PublicSewer,Yes,No,"Brick,Frame",126.6,84.7,7405,0.17,1957
309000.0,19808,TYBROOK,Red Clay Consolidated,No,Detached,0.17,1965.0,1400.0,1400.0,0.0,3.0,2.0,1.0,One,Rancher,"Lower1,Main",Yes,CentralAC,NaturalGas,ForcedAir,NaturalGas,Public,PublicSewer,Yes,Yes,Brick,60.0,125.0,7405,0.17,1965
324900.0,19808,LIMESTONE GARDENS,Red Clay Consolidated,No,Detached,0.23,1958.0,2077.0,1525.0,552.0,3.0,2.0,1.0,Three,"Contemporary,SplitLevel","Lower1,Main,Upper1",Yes,CentralAC,Oil,ForcedAir,Electric,Public,PublicSewer,Yes,Yes,"AluminumSiding,Brick,VinylSiding",80.0,125.0,10019,0.23,1958
339900.0,19808,VILLAGE OF LINDELL,Red Clay Consolidated,No,Detached,0.19,1985.0,1850.0,1850.0,0.0,4.0,2.0,1.0,Two,Colonial,"Main,Upper1",Yes,CentralAC,Oil,ForcedAir,Electric,Public,PublicSewer,No,Yes,"AluminumSiding,Brick,VinylSiding",74.8,118.8,8276,0.19,1985
389900.0,19808,NONE AVAILABLE,Red Clay Consolidated,No,Detached,0.55,1952.0,3000.0,3000.0,0.0,3.0,3.0,3.0,Two,Colonial,"Lower1,Main,Upper1",Yes,CentralAC,NaturalGas,HotWaterBaseboardElectric,NaturalGas,Public,OnSiteSeptic,Yes,Yes,"AluminumSiding,Stone,VinylSiding",90.7,269.6,23958,0.55,1952
320000.0,19808,NORTH POINTE,Red Clay Consolidated,Yes,Interior Row/Townhouse,0.06,1995.0,2170.0,1600.0,570.0,2.0,3.0,2.0,Two,Colonial,"Lower1,Main,Upper1,Upper2",Yes,CentralAC,NaturalGas,90ForcedAir,Electric,Public,PublicSewer,Yes,No,VinylSiding,20.0,130.0,2614,0.06,1995
330000.0,19808,PINECREST,Red Clay Consolidated,Yes,Detached,0.16,1960.0,1800.0,1200.0,600.0,4.0,2.0,1.0,One,Rancher,"Lower1,Main",Yes,CentralAC,NaturalGas,ForcedAir,Electric,Public,PublicSewer,Yes,No,Brick,65.0,110.0,6970,0.16,1960
329900.0,19808,LIMESTONE GARDENS,Red Clay Consolidated,No,Detached,0.23,1958.0,1850.0,1850.0,0.0,4.0,3.0,2.0,Two,Colonial,"Main,Upper1",Yes,CentralAC,NaturalGas,ForcedAir,NaturalGas,Public,PublicSewer,Yes,Yes,"Brick,Frame",80.0,125.0,10019,0.23,1958
