MLSNumber,Address,Status,Sold_Price,Sold_Price_less_Concession,Orig_List_Price,Current_List_Price,Days_on_Market,Previous_Days_on_Market,ListDate,StatusDate,Agreement_of_Sale_Date,SettledDate,Concessions_YN,Concessions_Remarks,SellerConcessionsAmount,FinalFinancing
DENC524118,604 Coralberry Ct,Closed,465000.0,461000.0,475000.0,475000.0,8.0,8.0,2021-04-08,2021-06-30,2021-04-14,2021-06-30,Yes,Seller Credit,4000.0,Conventional
DENC2014028,3002 Ridgevale Rd,Closed,466000.0,466000.0,425000.0,425000.0,6.0,6.0,2022-01-05,2022-02-15,2022-01-17,2022-02-15,No,,0.0,Conventional
DENC524458,154 Berry Dr,Closed,466500.0,466500.0,439900.0,439900.0,3.0,3.0,2021-04-16,2021-06-28,2021-04-18,2021-06-28,No,,0.0,Cash
DENC2018384,230 Barberry Dr,Closed,467500.0,467500.0,425000.0,425000.0,3.0,3.0,2022-02-26,2022-04-19,2022-02-28,2022-04-15,No,,0.0,VA
DENC524130,1 Hosta Ct,Closed,469000.0,469000.0,430000.0,469000.0,12.0,12.0,2021-04-08,2021-06-03,2021-05-04,2021-06-03,No,,0.0,Conventional
DENC2010854,115 Bunting Dr,Closed,470000.0,470000.0,450000.0,450000.0,6.0,6.0,2021-11-19,2022-01-11,2021-11-23,2022-01-11,No,,0.0,Conventional
DENC528998,5 Lilac Ct,Closed,470000.0,470000.0,460000.0,460000.0,6.0,6.0,2021-06-17,2021-08-11,2021-06-22,2021-08-11,No,,0.0,Conventional
DENC524886,606 Milltown Rd,Closed,470000.0,470000.0,454900.0,470000.0,5.0,5.0,2021-05-08,2021-06-30,2021-05-12,2021-06-30,No,,0.0,Conventional
DENC2015522,4751 Hogan Dr,Closed,470500.0,470500.0,440000.0,440000.0,6.0,6.0,2022-01-19,2022-02-15,2022-01-25,2022-02-15,No,,0.0,Conventional
DENC2006258,3 Leigh Ct,Closed,474900.0,474900.0,474900.0,474900.0,6.0,6.0,2021-09-05,2021-10-22,2021-09-10,2021-09-15,No,,0.0,Conventional
DENC2010330,2713 Duncan Rd,Closed,475000.0,475000.0,450000.0,450000.0,5.0,5.0,2021-11-11,2021-12-13,2021-11-14,2021-12-13,No,,0.0,Conventional
DENC528716,6 Ivy Ct,Closed,475000.0,475000.0,490000.0,475000.0,13.0,13.0,2021-06-09,2021-07-27,2021-06-21,2021-07-27,No,,0.0,Conventional
DENC2002702,138 Westgate Dr,Closed,479900.0,467900.0,489900.0,479900.0,29.0,29.0,2021-07-23,2021-10-14,2021-08-19,2021-10-13,Yes,,12000.0,Conventional
DENC2007272,449 Greenwood Dr,Closed,485000.0,485000.0,464900.0,464900.0,3.0,3.0,2021-10-02,2021-10-29,2021-10-04,2021-10-29,No,,0.0,Cash
DENC528322,1 Longspur Dr,Closed,490000.0,490000.0,460000.0,460000.0,8.0,8.0,2021-06-08,2021-09-08,2021-06-15,2021-08-31,No,,0.0,Conventional
DENC526548,464 Greenwood Dr,Closed,490000.0,490000.0,465000.0,465000.0,6.0,6.0,2021-05-13,2021-06-28,2021-05-17,2021-06-28,No,,0.0,Conventional
DENC2000326,10 Hayes Ct,Closed,494000.0,494000.0,494000.0,494000.0,12.0,12.0,2021-06-19,2021-08-03,2021-06-30,2021-08-03,No,,0.0,Conventional
DENC2003494,626 Pepperbush Ct,Closed,495000.0,495000.0,482000.0,482000.0,7.0,7.0,2021-07-27,2021-09-28,2021-08-02,2021-09-28,No,,0.0,Cash
DENC2001916,158 Oldbury Dr,Closed,495000.0,495000.0,469000.0,495000.0,8.0,8.0,2021-07-12,2021-08-18,2021-07-18,2021-08-18,No,,0.0,Conventional
DENC2018516,410 Greenwood Dr,Closed,500000.0,500000.0,470000.0,470000.0,4.0,4.0,2022-02-28,2022-04-28,2022-03-02,2022-04-28,No,,0.0,Cash
DENC525980,501 Riblett Ln,Closed,500000.0,498000.0,499900.0,499900.0,6.0,6.0,2021-05-07,2021-07-23,2021-05-12,2021-07-23,Yes,,2000.0,Conventional
DENC525564,151 New Granville Rd,Closed,500000.0,500000.0,500000.0,500000.0,6.0,6.0,2021-05-06,2021-06-18,2021-05-14,2021-06-18,No,,0.0,Conventional
DENC2010484,121 Churchill Ln,Closed,510000.0,510000.0,415000.0,415000.0,5.0,5.0,2021-11-30,2022-01-14,2021-12-04,2022-01-14,No,,0.0,Conventional
DENC2010546,823 Jasmine Dr,Closed,510000.0,510000.0,485000.0,510000.0,7.0,7.0,2021-11-16,2022-01-12,2021-11-21,2022-01-12,No,,0.0,Conventional
DENC2007260,65 Westhampton Dr,Closed,510000.0,510000.0,539995.0,525000.0,31.0,31.0,2021-09-16,2021-11-24,2021-10-16,2021-11-19,No,,0.0,Conventional
DENC2018438,715 Sweetleaf Dr,Closed,520000.0,520000.0,510000.0,510000.0,6.0,6.0,2022-03-05,2022-05-07,2022-03-10,2022-05-06,No,,0.0,Conventional
DENC2020348,66 Centerville Ter,Closed,525000.0,525000.0,525000.0,525000.0,3.0,3.0,2022-03-26,2022-04-20,2022-03-28,2022-04-18,No,,0.0,Conventional
DENC2011472,341 Quimby Dr,Closed,525000.0,525000.0,535000.0,535000.0,41.0,41.0,2021-12-03,2022-04-18,2022-02-08,2022-04-12,No,,0.0,Cash
DENC524812,355 Quimby Dr,Closed,525000.0,525000.0,540000.0,540000.0,8.0,8.0,2021-04-19,2021-06-30,2021-04-24,2021-06-30,No,,0.0,Cash
DENC524592,62 Centerville Ter,Closed,525000.0,525000.0,525000.0,525000.0,23.0,23.0,2021-04-21,2021-07-13,2021-05-11,2021-07-08,No,,0.0,Cash
DENC2020730,17 Belmont Dr,Closed,535000.0,535000.0,525000.0,525000.0,13.0,13.0,2022-04-06,2022-05-20,2022-04-16,2022-05-20,No,,0.0,Conventional
DENC527706,24 Hidden Oaks Blvd,Closed,540000.0,540000.0,499900.0,540000.0,4.0,4.0,2021-06-01,2021-07-09,2021-06-04,2021-07-09,No,,0.0,Conventional
DENC525448,31 Westhampton Dr,Closed,542500.0,542500.0,542500.0,542500.0,23.0,23.0,2021-05-01,2021-07-09,2021-05-21,2021-07-09,No,,0.0,Conventional
DENC2020558,12 Rosecroft Ct,Closed,545000.0,545000.0,525000.0,545000.0,2.0,2.0,2022-04-01,2022-05-14,2022-04-02,2022-05-13,No,,0.0,Conventional
DENC521096,2823 Videre Dr,Closed,545000.0,544600.0,515000.0,549900.0,20.0,20.0,2021-03-06,2021-07-26,2021-06-21,2021-07-23,Yes,,400.0,Conventional
DENC2016514,600 Westmont Dr,Closed,550000.0,550000.0,519900.0,519900.0,4.0,4.0,2022-02-04,2022-05-02,2022-02-08,2022-05-02,No,,0.0,Conventional
DENC527336,128 New Granville Rd,Closed,552000.0,552000.0,525000.0,525000.0,4.0,4.0,2021-05-27,2021-07-16,2021-05-30,2021-07-16,No,,0.0,Cash
DENC2004816,802 McKennans Church Rd,Closed,565000.0,565000.0,650000.0,599999.0,168.0,168.0,2021-08-12,2022-03-28,2022-01-24,2022-03-28,No,,0.0,Conventional
DENC526442,77 Westhampton Dr,Closed,571000.0,571000.0,559000.0,559000.0,9.0,9.0,2021-05-12,2021-07-06,2021-05-20,2021-06-30,No,,0.0,Conventional
DENC2019592,139 Fairhill Dr,Closed,577000.0,577000.0,510000.0,577000.0,5.0,5.0,2022-03-18,2022-05-23,2022-03-22,2022-05-23,No,,0.0,Conventional
DENC522910,524 Giada Dr,Closed,579900.0,579900.0,579900.0,579900.0,1.0,1.0,2021-03-20,2021-06-01,2021-03-22,2021-06-01,No,,0.0,Cash
DENC2000421,722 Ambleside,Closed,580000.0,580000.0,650000.0,559900.0,24.0,24.0,2021-11-16,2022-03-11,2022-02-04,2022-03-11,No,,0.0,Other
DENC2020968,166 Fairhill Dr,Closed,590000.0,590000.0,525000.0,590000.0,13.0,13.0,2022-04-06,2022-05-12,2022-04-14,2022-05-12,No,,0.0,Conventional
DENC525382,3703 Oak Ridge Rd,Closed,590000.0,590000.0,575000.0,590000.0,7.0,7.0,2021-04-26,2021-06-30,2021-05-02,2021-06-29,No,,0.0,Conventional
DENC477604,106 Wayland Rd,Closed,350000.0,350000.0,1235000.0,450000.0,346.0,346.0,2019-05-21,2020-10-23,2020-09-04,2020-10-23,No,,0.0,Conventional
DENC509140,115 Bellant Cir,Closed,470000.0,461000.0,499900.0,499900.0,18.0,18.0,2020-09-14,2020-11-12,2020-09-30,2020-11-12,Yes,Credit,9000.0,Conventional
DENC388762,8 Kentshire Ct,Closed,500000.0,500000.0,579900.0,559900.0,594.0,1214.0,2019-02-06,2020-12-11,2020-11-01,2020-12-11,No,,0.0,Conventional
DENC482626,3112 Centerville Rd,Closed,505000.0,505000.0,584900.0,519900.0,325.0,325.0,2019-07-10,2020-07-23,2020-06-10,2020-07-23,No,,0.0,Conventional
DENC500244,2 Hedgerow Pl,Closed,565000.0,561500.0,565000.0,565000.0,4.0,4.0,2020-04-27,2020-06-02,2020-04-29,2020-06-02,Yes,settlement Assistance,3500.0,Conventional
DENC519856,15 Gale Ln,Closed,581000.0,581000.0,575000.0,575000.0,1.0,1.0,2021-01-22,2021-03-05,2021-01-22,2021-03-05,No,,0.0,Cash
DENC518580,4 Hollingsworth Dr,Closed,412000.0,412000.0,419900.0,419900.0,4.0,4.0,2020-12-31,2021-03-22,2021-01-03,2021-03-22,No,,0.0,Conventional
DENC506816,109 Bellant Cir,Closed,415000.0,415000.0,425000.0,425000.0,8.0,8.0,2020-08-09,2020-09-04,2020-08-15,2020-09-04,No,,0.0,Conventional
DENC512486,3101 Swarthmore Rd,Closed,430000.0,430000.0,459900.0,449900.0,18.0,32.0,2020-11-03,2020-12-21,2020-11-20,2020-12-18,No,,0.0,Cash
DENC507478,125 Dickinson Ln,Closed,439500.0,426400.0,439900.0,439500.0,7.0,7.0,2020-08-28,2020-09-30,2020-08-31,2020-09-30,Yes,,13100.0,Conventional
DENC497414,701 Hopeton Rd,Closed,460000.0,460000.0,525000.0,530000.0,133.0,133.0,2020-03-31,2020-11-04,2020-09-19,2020-11-03,No,,0.0,Cash
DENC510730,4904 Threadneedle Rd,Closed,463000.0,463000.0,469000.0,469000.0,7.0,7.0,2020-10-06,2020-11-13,2020-10-09,2020-11-13,No,,0.0,Cash
DENC508534,17 Downs Dr,Closed,475000.0,475000.0,495000.0,495000.0,15.0,15.0,2020-09-08,2020-11-20,2020-09-21,2020-11-20,No,,0.0,Conventional
DENC478754,3901 Heather Dr,Closed,475000.0,475000.0,750000.0,470000.0,258.0,258.0,2019-05-21,2020-06-03,2020-02-01,2020-06-03,No,,0.0,Conventional
DENC504048,20 Vining Ln,Closed,480000.0,473500.0,489000.0,489000.0,5.0,5.0,2020-07-10,2020-09-10,2020-07-13,2020-09-10,Yes,,6500.0,Cash
DENC495272,5803 Pyles Ford Rd,Closed,500000.0,480000.0,500000.0,478000.0,170.0,170.0,2020-06-27,2021-04-28,2021-03-18,2021-04-26,Yes,,20000.0,Conventional
DENC482076,3 Courtney Rd,Closed,500000.0,500000.0,699900.0,599999.0,279.0,279.0,2019-07-01,2020-06-05,2020-04-03,2020-06-05,No,,0.0,Conventional
DENC504118,106 Quintynnes Dr,Closed,515000.0,506700.0,529900.0,529900.0,13.0,13.0,2020-06-30,2020-10-01,2020-07-12,2020-09-30,Yes,,8300.0,Conventional
DENC498282,5 Aldrich Way,Closed,515000.0,515000.0,550000.0,545000.0,112.0,112.0,2020-03-18,2020-09-01,2020-07-06,2020-08-31,No,,0.0,Conventional
DENC500900,3 Willing Way,Closed,520000.0,520000.0,575000.0,534900.0,63.0,63.0,2020-05-11,2020-09-30,2020-07-12,2020-09-30,No,,0.0,Conventional
DENC511416,24 Harlech Dr,Closed,527500.0,527500.0,600000.0,550000.0,17.0,17.0,2020-11-20,2021-01-13,2020-12-06,2021-01-12,No,,0.0,Conventional
DENC511946,110 Bellant Cir,Closed,529000.0,529000.0,559000.0,559000.0,4.0,4.0,2020-10-23,2020-12-01,2020-10-24,2020-11-23,No,,0.0,Cash
DENC504558,5 Gale Ln,Closed,530000.0,530000.0,559900.0,529900.0,74.0,74.0,2020-07-07,2020-11-13,2020-09-25,2020-11-13,No,,0.0,Conventional
DENC505130,902 Barley Dr,Closed,534900.0,534900.0,534900.0,534900.0,4.0,4.0,2020-07-16,2020-09-10,2020-07-19,2020-09-09,No,,0.0,Conventional
DENC504128,1005 Oriente Ave,Closed,535000.0,535000.0,535000.0,535000.0,11.0,11.0,2020-07-01,2020-09-09,2020-07-31,2020-09-02,No,,0.0,Cash
DENC517540,705 Greenwood Rd,Closed,539000.0,539000.0,539000.0,539000.0,7.0,7.0,2020-12-04,2021-02-19,2021-01-29,2021-02-19,No,,0.0,Cash
DENC495262,203 N Spring Valley Rd,Closed,540000.0,540000.0,625000.0,575000.0,98.0,98.0,2020-02-14,2020-09-16,2020-06-22,2020-09-15,No,,0.0,Conventional
DENC485098,11 S Hampshire Ct,Closed,545000.0,539550.0,637000.0,545000.0,414.0,436.0,2019-08-20,2020-11-12,2020-10-06,2020-11-12,Yes,,5450.0,VA
DENC520206,2 Harlech Dr,Closed,549000.0,538020.0,549900.0,549900.0,23.0,23.0,2021-01-30,2021-03-31,2021-02-21,2021-03-31,Yes,,10980.0,Conventional
DENC503484,720 Greenwood Rd,Closed,549000.0,549000.0,574900.0,549000.0,25.0,25.0,2020-06-19,2020-10-20,2020-07-12,2020-10-14,No,,0.0,Cash
DENC524626,17 Vining Ln,Closed,550000.0,550000.0,525000.0,550000.0,4.0,4.0,2021-04-17,2021-05-21,2021-04-19,2021-05-21,No,,0.0,Conventional
DENC501346,3206 Fordham Rd,Closed,550000.0,540000.0,574900.0,564900.0,31.0,31.0,2020-06-10,2020-12-10,2020-10-17,2020-12-10,Yes,,10000.0,Conventional
DENC489434,4919 Lancaster Pike,Closed,585000.0,585000.0,629000.0,599900.0,161.0,161.0,2019-10-18,2020-08-04,2020-03-25,2020-07-31,No,,0.0,Conventional
DENC522326,37 Stabler Cir,Closed,590000.0,590000.0,549000.0,549000.0,4.0,4.0,2021-03-16,2021-05-04,2021-03-19,2021-04-28,No,,0.0,Cash
DENC517554,212 N Spring Valley Rd,Closed,600000.0,600000.0,529000.0,600000.0,4.0,4.0,2020-12-14,2021-02-02,2020-12-17,2021-02-02,No,,0.0,Conventional
DENC2006324,117 Carpenters Row,Closed,440000.0,437360.0,425000.0,440000.0,6.0,6.0,2021-09-17,2021-10-04,2021-09-21,2021-10-04,Yes,,2640.0,Cash
DENC2009668,101 Hickory Spring Rd,Closed,550000.0,550000.0,509000.0,550000.0,4.0,4.0,2021-11-04,2021-12-08,2021-11-08,2021-12-08,No,,0.0,Conventional
DENC2018842,7 Westover Cir,Closed,575000.0,575000.0,565000.0,565000.0,4.0,4.0,2022-03-03,2022-05-04,2022-03-06,2022-05-04,No,,0.0,Cash
DENC526918,5802 Pyles Ford Rd,Closed,589900.0,589900.0,589900.0,589900.0,9.0,9.0,2021-05-18,2021-07-16,2021-05-25,2021-07-16,No,,0.0,Conventional
DENC2009420,511 N Dupont Rd,Closed,389000.0,388000.0,389000.0,389000.0,12.0,12.0,2021-10-28,2021-12-03,2021-11-05,2021-12-03,Yes,,1000.0,Conventional
DENC2006700,509 N Dupont Rd,Closed,425000.0,425000.0,419900.0,419900.0,8.0,8.0,2021-09-09,2021-10-29,2021-09-15,2021-10-29,No,,0.0,Conventional
DENC2011282,5 Quail Crossing Dr,Closed,475000.0,475000.0,600000.0,500000.0,74.0,74.0,2021-11-30,2022-03-08,2022-02-08,2022-03-08,No,,0.0,Conventional
DENC2006694,20 Westover Cir,Closed,501000.0,501000.0,500000.0,500000.0,2.0,2.0,2021-09-09,2021-10-15,2021-09-10,2021-10-15,No,,0.0,Cash
DENC2001226,30 Vining Ln,Closed,509000.0,509000.0,489000.0,489000.0,5.0,5.0,2021-07-08,2021-08-06,2021-07-11,2021-08-06,No,,0.0,Conventional
DENC525576,104 Dickinson Ln,Closed,510750.0,510750.0,492500.0,492500.0,3.0,3.0,2021-04-30,2021-07-14,2021-05-02,2021-07-12,No,,0.0,Conventional
DENC528554,7 Harlech Dr,Closed,520000.0,520000.0,525000.0,525000.0,4.0,4.0,2021-06-08,2021-07-13,2021-06-10,2021-07-12,No,,0.0,Conventional
DENC2012862,3 Hedgerow Pl,Closed,525000.0,525000.0,599000.0,559000.0,96.0,96.0,2021-12-16,2022-04-04,2022-03-21,2022-04-04,No,,0.0,Cash
DENC2010428,3 Breeze Hill Rd,Closed,525000.0,525000.0,525000.0,525000.0,4.0,4.0,2021-11-18,2022-01-28,2021-11-22,2022-01-28,No,,0.0,Cash
DENC2000878,3207 Fordham Rd,Closed,525000.0,522000.0,574900.0,554900.0,65.0,65.0,2021-06-24,2021-10-01,2021-08-28,2021-09-30,Yes,,3000.0,Conventional
DENC2010358,110 Dickinson Ln,Closed,527700.0,527700.0,475000.0,475000.0,5.0,5.0,2021-11-16,2021-12-05,2021-11-20,2021-12-03,No,,0.0,Cash
DENC2012576,122 Downs Dr,Closed,530000.0,530000.0,530000.0,530000.0,4.0,4.0,2021-12-16,2022-01-31,2021-12-19,2022-01-31,No,,0.0,Cash
DENC2008322,22 Dickinson Ln,Closed,535000.0,535000.0,549900.0,549900.0,9.0,9.0,2021-09-30,2022-01-06,2021-10-08,2022-01-06,No,,0.0,Cash
DENC526896,1007 Barley Dr,Closed,549900.0,549900.0,549900.0,549900.0,2.0,2.0,2021-05-23,2021-06-30,2021-05-24,2021-06-30,No,,0.0,Cash
DENC2007940,25 Stabler Cir,Closed,554900.0,549269.0,554900.0,554900.0,5.0,5.0,2021-09-24,2022-02-02,2021-09-27,2022-02-02,Yes,Repairs,5631.0,Cash
DENC2011830,135 Dickinson Ln,Closed,559000.0,559000.0,559000.0,559000.0,6.0,6.0,2021-12-08,2022-01-29,2021-12-10,2022-01-29,No,,0.0,Conventional
DENC2001606,9 Stabler Cir,Closed,559000.0,559000.0,559000.0,559000.0,1.0,1.0,2021-07-02,2021-07-29,2021-07-02,2021-07-29,No,,0.0,Cash
DENC2010164,128 Carpenters Row,Closed,570000.0,565000.0,599000.0,589000.0,106.0,106.0,2021-11-09,2022-03-29,2022-02-20,2022-03-28,Yes,,5000.0,Conventional
DENC528286,3 Dickinson Ln,Closed,585000.0,585000.0,599900.0,599900.0,67.0,67.0,2021-06-04,2021-09-02,2021-08-01,2021-08-30,No,,0.0,Cash
DENC2010852,5903 Valley Way,Closed,600000.0,600000.0,600000.0,600000.0,6.0,6.0,2021-11-25,2022-01-05,2021-12-01,2022-01-05,No,,0.0,Conventional
DENC505536,65 Rockford Rd,Closed,539900.0,539900.0,539900.0,539900.0,4.0,4.0,2020-07-21,2020-10-01,2020-07-24,2020-09-30,No,,0.0,Conventional
DENC502014,1910 Gilpin Ave,Closed,200000.0,200000.0,199900.0,199900.0,16.0,16.0,2020-07-08,2020-09-08,2020-07-22,2020-09-02,No,,0.0,FHA
DENC505122,1522 W 8th St,Closed,202500.0,199578.0,195000.0,200000.0,4.0,4.0,2020-08-03,2020-09-25,2020-08-21,2020-09-25,Yes,,2922.0,FHA
DENC512782,2401-Unit Pennsylvania Ave #616,Closed,208000.0,208000.0,229000.0,210000.0,45.0,45.0,2020-11-16,2021-01-05,2020-12-17,2021-01-05,No,,0.0,Cash
DENC506954,1100 Lovering Ave #112,Closed,210000.0,210000.0,225000.0,225000.0,58.0,58.0,2020-08-11,2021-01-15,2021-01-15,2021-01-15,No,,0.0,Conventional
DENC501748,49 Bancroft Mills Rd #3K,Closed,215000.0,215000.0,215000.0,215000.0,19.0,19.0,2020-05-21,2020-06-26,2020-06-08,2020-06-26,No,,0.0,Cash
DENC504282,2401-Unit Pennsylvania Ave #1202,Closed,217500.0,217500.0,224900.0,224900.0,27.0,27.0,2020-07-01,2020-08-11,2020-07-25,2020-08-10,No,,0.0,Cash
DENC513020,49-Unit Bancroft Mills Rd #2B,Closed,219500.0,219500.0,230000.0,230000.0,40.0,40.0,2020-11-10,2021-02-02,2020-12-21,2021-01-31,No,,0.0,Conventional
DENC525288,2401-Unit Pennsylvania Ave,Closed,219900.0,219900.0,219900.0,219900.0,1.0,1.0,2021-04-23,2021-05-28,2021-04-24,2021-05-28,No,,0.0,Conventional
DENC522518,823 N Van Buren St,Closed,220000.0,210000.0,210000.0,210000.0,6.0,6.0,2021-03-16,2021-05-05,2021-03-21,2021-05-03,Yes,,10000.0,Conventional
DENC507874,1906 Gilpin Ave,Closed,221000.0,221000.0,209900.0,219900.0,5.0,5.0,2020-08-25,2020-10-19,2020-08-29,2020-10-19,No,,0.0,Conventional
DENC506446,1416 Stapler Pl,Closed,223500.0,223500.0,219900.0,219900.0,5.0,5.0,2020-08-03,2020-09-01,2020-08-07,2020-08-27,No,,0.0,Cash
DENC509058,1400-A Stapler Pl,Closed,224000.0,219000.0,225000.0,228000.0,27.0,27.0,2020-09-18,2021-01-22,2020-11-26,2021-01-22,Yes,Closing Cost assistance,5000.0,Conventional
DENC504956,1704-Unit N Park Dr #309,Closed,224900.0,224900.0,224900.0,224900.0,11.0,11.0,2020-07-13,2020-08-28,2020-07-22,2020-08-28,No,,0.0,Conventional
DENC524072,1100-Unit 416 Lovering Ave #416,Closed,225000.0,225000.0,250000.0,250000.0,10.0,10.0,2021-04-12,2021-06-03,2021-04-22,2021-05-28,No,,0.0,VA
DENC517710,1616 Laurel St,Closed,225000.0,219000.0,225000.0,225000.0,5.0,5.0,2020-12-04,2021-01-28,2020-12-07,2021-01-25,Yes,,6000.0,Conventional
DENC516938,907 Shallcross Ave,Closed,225000.0,215000.0,229900.0,229900.0,34.0,131.0,2020-11-17,2021-01-30,2020-12-20,2021-01-29,Yes,,10000.0,FHA
DENC503160,828 N Van Buren St,Closed,225000.0,217500.0,225000.0,225000.0,72.0,72.0,2020-06-15,2020-10-16,2020-09-01,2020-10-15,Yes,,7500.0,Conventional
DENC501376,1909 Shallcross Ave,Closed,225000.0,225000.0,224998.0,224998.0,10.0,10.0,2020-05-25,2020-07-31,2020-06-04,2020-07-31,No,,0.0,Conventional
DENC500126,1423 Stapler Pl,Closed,228000.0,226500.0,219900.0,219900.0,4.0,4.0,2020-04-23,2020-06-15,2020-04-26,2020-06-12,Yes,Clsoing Assist,1500.0,Conventional
DENC524476,1813 Shallcross Ave,Closed,229166.0,229166.0,195000.0,195000.0,4.0,4.0,2021-04-21,2021-05-07,2021-04-24,2021-05-07,No,,0.0,Cash
DENC508722,49-Unit Bancroft Mills Rd #2D,Closed,230000.0,230000.0,230000.0,230000.0,3.0,3.0,2020-09-15,2020-10-11,2020-09-16,2020-10-09,No,,0.0,Conventional
DENC503434,1613 N Jackson St,Closed,232000.0,225000.0,224900.0,225000.0,3.0,3.0,2020-06-18,2020-07-31,2020-06-20,2020-07-30,Yes,,7000.0,Conventional
DENC501506,1909 W 16th St,Closed,232000.0,225040.0,244000.0,239900.0,16.0,68.0,2020-05-19,2020-07-10,2020-06-03,2020-07-09,Yes,,6960.0,Conventional
DENC509670,1704 N Park Dr #315,Closed,235000.0,235000.0,249900.0,245900.0,52.0,52.0,2020-09-22,2021-01-06,2020-11-11,2021-01-06,No,,0.0,Conventional
DENC504840,2401 Pennsylvania Ave #212,Closed,235000.0,235000.0,249500.0,249500.0,25.0,25.0,2020-07-10,2020-09-14,2020-07-31,2020-09-11,No,,0.0,Conventional
DENC511248,1610 N Lincoln St,Closed,236000.0,236000.0,237500.0,237500.0,19.0,19.0,2020-10-15,2021-01-12,2020-11-02,2021-01-11,No,,0.0,Conventional
DENC511770,923 Lovering Ave,Closed,240000.0,239500.0,232000.0,232000.0,4.0,4.0,2020-10-22,2020-12-18,2020-10-25,2020-12-18,Yes,credit,500.0,Conventional
DENC513000,49 Bancroft Mills Rd #UNIT 2-A,Closed,245000.0,245000.0,259900.0,259900.0,102.0,102.0,2020-11-15,2021-04-06,2021-02-24,2021-04-06,No,,0.0,Cash
DENC512260,1709 W 13th St,Closed,245000.0,245000.0,240000.0,240000.0,5.0,5.0,2020-10-29,2021-01-18,2020-11-02,2021-01-15,No,,0.0,VA
DENC501698,1204 Shallcross Ave,Closed,246000.0,241000.0,249900.0,249900.0,101.0,101.0,2020-05-20,2020-10-30,2020-10-04,2020-10-30,Yes,,5000.0,Conventional
DENC523886,1905 W 16th St,Closed,250000.0,250000.0,249900.0,249900.0,5.0,5.0,2021-04-05,2021-06-01,2021-04-09,2021-05-28,No,,0.0,Conventional
DENC518868,1408 Pennsylvania Ave,Closed,250000.0,250000.0,259900.0,254900.0,42.0,42.0,2021-01-08,2021-03-25,2021-02-18,2021-03-25,No,,0.0,Conventional
DENC513092,1824 N Union St,Closed,250000.0,242775.0,249900.0,249900.0,5.0,5.0,2020-11-12,2021-01-19,2020-11-16,2021-01-15,Yes,,7225.0,FHA
DENC510490,1427 Stapler Pl,Closed,250000.0,245000.0,249900.0,249900.0,3.0,3.0,2020-10-03,2020-11-13,2020-10-05,2020-11-13,Yes,Sett help,5000.0,Conventional
DENC508064,2401-Unit Pennsylvania Ave #1102,Closed,250000.0,250000.0,255000.0,255000.0,15.0,15.0,2020-08-28,2020-11-02,2020-09-25,2020-10-30,No,,0.0,Cash
DENC506462,810 N Van Buren St,Closed,250000.0,250000.0,250000.0,250000.0,22.0,22.0,2020-08-07,2020-09-14,2020-08-28,2020-09-10,No,,0.0,Conventional
DENC506124,1502 W 10th St,Closed,250000.0,250000.0,249900.0,249900.0,8.0,8.0,2020-08-04,2020-09-26,2020-08-10,2020-09-25,No,,0.0,Conventional
DENC502094,2401 Pennsylvania Ave #1114,Closed,250000.0,250000.0,250000.0,250000.0,1.0,1.0,2020-06-08,2020-07-08,2020-06-08,2020-06-19,No,,0.0,Cash
DENC499090,1500 N Clayton St,Closed,252000.0,247000.0,275000.0,258900.0,64.0,64.0,2020-03-31,2020-07-16,2020-06-02,2020-07-16,Yes,,5000.0,Conventional
DENC502506,1826 N Union St,Closed,253000.0,250000.0,269900.0,269900.0,5.0,5.0,2020-06-05,2020-07-18,2020-06-09,2020-07-17,Yes,,3000.0,Conventional
DENC512744,1011 Shallcross Ave,Closed,256250.0,251250.0,300000.0,262500.0,141.0,141.0,2020-11-06,2021-05-03,2021-03-25,2021-04-30,Yes,,5000.0,Conventional
DENC507658,2401 Pennsylvania Ave #905,Closed,260000.0,260000.0,245000.0,245000.0,1.0,1.0,2020-08-21,2020-09-18,2020-08-21,2020-09-18,No,,0.0,Cash
DENC503784,1826 Gilpin Ave,Closed,260000.0,256000.0,285000.0,269000.0,105.0,105.0,2020-06-24,2020-11-23,2020-10-05,2020-11-23,Yes,,4000.0,Conventional
DENC524298,1823 Gilpin Ave,Closed,260500.0,260500.0,264900.0,264900.0,5.0,5.0,2021-04-10,2021-05-26,2021-04-14,2021-05-26,No,,0.0,Conventional
DENC506986,1711 N Scott St,Closed,261000.0,261000.0,279000.0,265000.0,57.0,57.0,2020-08-12,2020-11-19,2020-10-06,2020-11-19,No,,0.0,Conventional
DENC524340,815 N Harrison St,Closed,265000.0,260120.0,239900.0,239900.0,5.0,5.0,2021-04-16,2021-05-20,2021-04-20,2021-05-20,Yes,,4880.0,Conventional
DENC511262,821 N Harrison St,Closed,265000.0,257500.0,275000.0,275000.0,14.0,14.0,2020-10-15,2021-01-03,2020-10-28,2020-12-30,Yes,,7500.0,SellerPaysCC
DENC506064,2401-Unit 502 Pennsylvania Ave,Closed,265000.0,265000.0,295000.0,280000.0,161.0,161.0,2020-08-06,2021-02-26,2021-01-10,2021-02-26,No,,0.0,Cash
DENC499662,1619 N Union St,Closed,265000.0,255000.0,265000.0,265000.0,8.0,8.0,2020-04-21,2020-06-17,2020-04-25,2020-06-15,Yes,,10000.0,FHA
